   3.7837749788868516e-02   4.2717457864187333e-02   4.7893451373901358e-02   5.3365826633312435e-02   5.9134685473339429e-02   6.5200135242498819e-02   7.1562288808994234e-02
   3.7629728990408007e-02   4.2487957256841222e-02   4.7642502943410200e-02   5.3093698585359547e-02   5.8841895973562458e-02   6.4887466196925453e-02   7.1230799687125451e-02
   3.7486459631166716e-02   4.2332858990296138e-02   4.7476522368140039e-02   5.2918078262666798e-02   5.8658192029305223e-02   6.4697566039447318e-02   7.1036939847869490e-02
   3.7398820808892591e-02   4.2240906479244875e-02   4.7381748544471344e-02   5.2822289024300417e-02   5.8563525870034411e-02   6.4606513319445003e-02   7.0952362272099889e-02
   3.7347080574559904e-02   4.2189388960865215e-02   4.7332202156441877e-02   5.2776773780989064e-02   5.8524432761166284e-02   6.4576583953328812e-02   7.0934708802879082e-02
   3.7319161571497964e-02   4.2164509149649643e-02   4.7312220305065947e-02   5.2763850752242644e-02   5.8521050680123921e-02   6.4585565701933509e-02   7.0959237861948576e-02
   3.7296136073650260e-02   4.2144818347573776e-02   4.7297659577760498e-02   5.2756504107706187e-02   5.8523309413946067e-02   6.4600147429928312e-02   7.0989205950670375e-02
   3.7296091479704030e-02   4.2150664075102567e-02   4.7311246221611494e-02   5.2779953987457967e-02   5.8559034470821253e-02   6.4650867535237577e-02   7.1065142989256563e-02
   3.7325104931392461e-02   4.2188937087977010e-02   4.7360740964791273e-02   5.2842888513373487e-02   5.8637899859001280e-02   6.4758834291029299e-02   7.1212641168493268e-02
   3.7340261278732356e-02   4.2211371287647279e-02   4.7392247083363384e-02   5.2885508327193215e-02   5.8702147814257283e-02   6.4852184035001093e-02   7.1329279361286635e-02
   3.7342738519612811e-02   4.2219393396190588e-02   4.7407479076459508e-02   5.2912566139930908e-02   5.8753635602589921e-02   6.4920936485675124e-02   7.1418615569180777e-02
   3.7316651787815028e-02   4.2195054330680090e-02   4.7386294219680131e-02   5.2909410630214898e-02   5.8760196646536755e-02   6.4939895195970460e-02   7.1453001966718388e-02
   3.7266729021059930e-02   4.2143584306460743e-02   4.7340717454303446e-02   5.2870079421657432e-02   5.8726144247506135e-02   6.4913464485507416e-02   7.1436868376976909e-02
   3.7248650749239581e-02   4.2127537418810895e-02   4.7335412664548021e-02   5.2871436870367036e-02   5.8736193096510569e-02   6.4934516093762606e-02   7.1471535758689614e-02
   3.7267521655837854e-02   4.2154430083608946e-02   4.7375392260838034e-02   5.2922370982098163e-02   5.8800146861234415e-02   6.5013805592913726e-02   7.1568745801700806e-02
   3.7284869946872579e-02   4.2183582334837752e-02   4.7412776192589365e-02   5.2969604342146967e-02   5.8859053700067082e-02   6.5086431659069299e-02   7.1657374671786372e-02
   3.7308097416429736e-02   4.2218598962362491e-02   4.7456070009263204e-02   5.3022637580635634e-02   5.8923467869650137e-02   6.5164061297105974e-02   7.1750261800669984e-02
   3.7325530894580725e-02   4.2244121789122638e-02   4.7488018227720710e-02   5.3062199905075130e-02   5.8971983380058629e-02   6.5223031364029044e-02   7.1821362672350536e-02
   3.7338118243264468e-02   4.2260515484171729e-02   4.7509021664546139e-02   5.3088727871695385e-02   5.9005071499346140e-02   6.5263846099664485e-02   7.1871211943547342e-02
   3.7388169698468560e-02   4.2318612026929991e-02   4.7576073057479240e-02   5.3165727553031145e-02   5.9093104104017163e-02   6.5364095484816115e-02   7.1984969759449957e-02
   3.7444627747031139e-02   4.2383363310170216e-02   4.7649894612870849e-02   5.3249452692818042e-02   5.9187627982344032e-02   6.5470381100694836e-02   7.2104054431754050e-02
   3.7495864541587473e-02   4.2441779174122840e-02   4.7716085582669474e-02   5.3324049803010906e-02   5.9271301249611136e-02   6.5563843878618994e-02   7.2208068167892603e-02
   3.7543141777081429e-02   4.2495416653606746e-02   4.7776549798024204e-02   5.3391827051373075e-02   5.9346900429146338e-02   6.5647799598156975e-02   7.2300944197916911e-02
   3.7611542879378929e-02   4.2572848640799715e-02   4.7863625910925092e-02   5.3489176914324005e-02   5.9455172427267722e-02   6.5767663528442183e-02   7.2433094218685962e-02
   3.7687602863614403e-02   4.2659123965831131e-02   4.7960849379195550e-02   5.3598105611007280e-02   5.9576590390640338e-02   6.5902384665209091e-02   7.2581965486491123e-02
   3.7724254414455483e-02   4.2701316242680643e-02   4.8009132239281591e-02   5.3653070603348063e-02   5.9638874328852121e-02   6.5972673427472317e-02   7.2660998063258347e-02
   3.7722904058042794e-02   4.2701131966787945e-02   4.8010529525314580e-02   5.3656529679702816e-02   5.9644945050320142e-02   6.5981980377811278e-02   7.2674245900667178e-02
   3.7725160897813304e-02   4.2705419189578708e-02   4.8017414812788872e-02   5.3666663121087380e-02   5.9659065036555325e-02   6.6000919716768469e-02   7.2698938172163025e-02
   3.7751093309953798e-02   4.2736733989778342e-02   4.8054958203188280e-02   5.3711377171760347e-02   5.9711994387071921e-02   6.6063218502131704e-02   7.2771877191123990e-02
   3.7767840556336640e-02   4.2757845975925801e-02   4.8081261199104733e-02   5.3743800745602116e-02   5.9751578541017231e-02   6.6111121030744041e-02   7.2829381279058941e-02
   3.7753711206506987e-02   4.2744275293364400e-02   4.8068888591353165e-02   5.3733376764255297e-02   5.9743972491460878e-02   6.6107328805571297e-02   7.2830533431135380e-02
   3.7722865301470537e-02   4.2711910373878503e-02   4.8035537313147719e-02   5.3699686256062626e-02   5.9710712129977417e-02   6.6075398205898445e-02   7.2800970666994952e-02
   3.7698178993567630e-02   4.2686457272766362e-02   4.8009884632874436e-02   5.3674513494565340e-02   5.9686818637830874e-02   6.6053710952095113e-02   7.2782552213563556e-02
   3.7718277883938667e-02   4.2711322947875371e-02   4.8040358350573673e-02   5.3711537380084079e-02   5.9731442414990843e-02   6.6107098834381262e-02   7.2845989962946139e-02
   3.7742713603141548e-02   4.2740664101407297e-02   4.8075347707995958e-02   5.3752998967495594e-02   5.9780286897598928e-02   6.6164329014972545e-02   7.2912706399995031e-02
   3.7750067927681430e-02   4.2750439455587971e-02   4.8088064473483474e-02   5.3769245612504526e-02   5.9800724456001403e-02   6.6189695652336678e-02   7.2943822067551373e-02
   3.7776048072412263e-02   4.2781058157280061e-02   4.8123929592955972e-02   5.3811024389686726e-02   5.9849147360859223e-02   6.6245560297462286e-02   7.3007997180960182e-02
   3.7798537362765644e-02   4.2807485877460624e-02   4.8154797707694832e-02   5.3846882650055272e-02   5.9890596372873611e-02   6.6293254629213677e-02   7.3062648504585326e-02
   3.7801064459158484e-02   4.2811158186811971e-02   4.8159892479136185e-02   5.3853714933014316e-02   5.9899521451786369e-02   6.6304670484128497e-02   7.3076998292633866e-02
   3.7803899587171855e-02   4.2815147913901869e-02   4.8165307264491072e-02   5.3860861808871369e-02   5.9908746406245994e-02   6.6316360871916447e-02   7.3091585268547282e-02
   3.7818800424565854e-02   4.2832657322829468e-02   4.8185758432594872e-02   5.3884619972022152e-02   5.9936210955094327e-02   6.6347967481264508e-02   7.3127808043330189e-02
   3.7830655749323636e-02   4.2846596755824043e-02   4.8202050533951005e-02   5.3903559573823839e-02   5.9958120940530268e-02   6.6373200585789299e-02   7.3156748671170474e-02
   3.7832395823425999e-02   4.2849014395480320e-02   4.8205303295430046e-02   5.3907826681660664e-02   5.9963604784893682e-02   6.6380128237782887e-02   7.3165373408851819e-02
   3.7829220914253253e-02   4.2845793433650262e-02   4.8202126931457576e-02   5.3904802954015951e-02   5.9960860310553865e-02   6.6377809409668947e-02   7.3163647592089043e-02
   3.7828873259270437e-02   4.2845726479390181e-02   4.8202440904274724e-02   5.3905613362162902e-02   5.9962298926366453e-02   6.6380025243104185e-02   7.3166807846430065e-02
   3.7834840572370382e-02   4.2852773301469568e-02   4.8210711425457298e-02   5.3915266027860217e-02   5.9973507288591243e-02   6.6392978789752616e-02   7.3181712798207094e-02
   3.7830268245334600e-02   4.2847848541067879e-02   4.8205472409145980e-02   5.3909761450731827e-02   5.9967796899565412e-02   6.6387133887520794e-02   7.3175816675244393e-02
   3.7807846600083142e-02   4.2822819953971025e-02   4.8177749760676597e-02   5.3879270058781542e-02   5.9934475143836319e-02   6.6350933790780248e-02   7.3136704429795696e-02
   3.7816304609020066e-02   4.2832728834637290e-02   4.8189287238059403e-02   5.3892629501681902e-02   5.9949866333785462e-02   6.6368583640954520e-02   7.3156857641769130e-02
   3.7865026248372055e-02   4.2887969940528473e-02   4.8251501344740724e-02   5.3962279874628524e-02   6.0027426291598934e-02   6.6454536808331105e-02   7.3251698120180703e-02
   3.7932291702348409e-02   4.2964109946667925e-02   4.8337103027786321e-02   5.4057938364592273e-02   6.0133744917656468e-02   6.6572127220120902e-02   7.3381180323357359e-02
   3.7991173865590200e-02   4.3030755553758349e-02   4.8412025113632878e-02   5.4141657099083584e-02   6.0226787847950602e-02   6.6675029459424190e-02   7.3494484674926669e-02
   3.8024861052904715e-02   4.3068912247097926e-02   4.8454955108055059e-02   5.4189670346480048e-02   6.0280200860436006e-02   6.6734165700350762e-02   7.3559674929977142e-02
   3.8042149131802205e-02   4.3088676219229502e-02   4.8477410073250418e-02   5.4215044026008824e-02   6.0308734612845222e-02   6.6766115571972678e-02   7.3595312737026797e-02
   3.8050308517129566e-02   4.3098337380461815e-02   4.8488781270248985e-02   5.4228355976377346e-02   6.0324242264655908e-02   6.6784099950277398e-02   7.3616082865140237e-02
